display_id,wrs_path,wrs_row,satellite,cloud_cover,acquisition_date,shapeID,ic
LT05_L1TP_142041_19960111_20200911_02_T1,142,41,5,6,1996-01-11,524006035,landsat_tm_c2_l1
LT05_L1TP_141041_19960120_20200911_02_T1,141,41,5,8,1996-01-20,524006031,landsat_tm_c2_l1
LT05_L1TP_141041_19960120_20200911_02_T1,141,41,5,8,1996-01-20,524006034,landsat_tm_c2_l1
LT05_L1TP_141041_19960120_20200911_02_T1,141,41,5,8,1996-01-20,524006032,landsat_tm_c2_l1
LT05_L1GS_139042_19960122_20200911_02_T2,139,42,5,4,1996-01-22,524002005,landsat_tm_c2_l1
LT05_L1GS_139042_19960106_20200911_02_T2,139,42,5,16,1996-01-06,524002005,landsat_tm_c2_l1
LT05_L1GS_139041_19960122_20200911_02_T2,139,41,5,8,1996-01-22,524002008,landsat_tm_c2_l1
LT05_L1GS_139041_19960106_20200911_02_T2,139,41,5,11,1996-01-06,524002008,landsat_tm_c2_l1
LT05_L1GS_139041_19960122_20200911_02_T2,139,41,5,8,1996-01-22,524001003,landsat_tm_c2_l1
LT05_L1GS_139041_19960106_20200911_02_T2,139,41,5,11,1996-01-06,524001003,landsat_tm_c2_l1
LT05_L1GS_139042_19960122_20200911_02_T2,139,42,5,4,1996-01-22,524001004,landsat_tm_c2_l1
LT05_L1GS_139042_19960106_20200911_02_T2,139,42,5,16,1996-01-06,524001004,landsat_tm_c2_l1
LT05_L1GS_139041_19960122_20200911_02_T2,139,41,5,8,1996-01-22,524001002,landsat_tm_c2_l1
LT05_L1GS_139041_19960106_20200911_02_T2,139,41,5,11,1996-01-06,524001002,landsat_tm_c2_l1
LT05_L1GS_139041_19960122_20200911_02_T2,139,41,5,8,1996-01-22,524001001,landsat_tm_c2_l1
LT05_L1GS_139041_19960106_20200911_02_T2,139,41,5,11,1996-01-06,524001001,landsat_tm_c2_l1
LT05_L1GS_145039_19960116_20200911_02_T2,145,39,5,0,1996-01-16,524014074,landsat_tm_c2_l1
LT05_L1GS_145040_19960116_20200911_02_T2,145,40,5,18,1996-01-16,524014074,landsat_tm_c2_l1
LT05_L1GS_144040_19960109_20200912_02_T2,144,40,5,1,1996-01-09,524014074,landsat_tm_c2_l1
LT05_L1GS_145040_19960116_20200911_02_T2,145,40,5,18,1996-01-16,524014073,landsat_tm_c2_l1
LT05_L1GS_144040_19960109_20200912_02_T2,144,40,5,1,1996-01-09,524014073,landsat_tm_c2_l1
LT05_L1GS_144039_19960109_20200911_02_T2,144,39,5,10,1996-01-09,524014075,landsat_tm_c2_l1
LT05_L1GS_145040_19960116_20200911_02_T2,145,40,5,18,1996-01-16,524014072,landsat_tm_c2_l1
LT05_L1GS_144040_19960109_20200912_02_T2,144,40,5,1,1996-01-09,524014072,landsat_tm_c2_l1
LT05_L1GS_144040_19960109_20200912_02_T2,144,40,5,1,1996-01-09,524013069,landsat_tm_c2_l1
LT05_L1GS_144039_19960109_20200911_02_T2,144,39,5,10,1996-01-09,524013068,landsat_tm_c2_l1
LT05_L1GS_144039_19960109_20200911_02_T2,144,39,5,10,1996-01-09,524013067,landsat_tm_c2_l1
LT05_L1GS_144040_19960109_20200912_02_T2,144,40,5,1,1996-01-09,524013067,landsat_tm_c2_l1
LT05_L1GS_144040_19960109_20200912_02_T2,144,40,5,1,1996-01-09,524013070,landsat_tm_c2_l1
LT05_L1GS_144040_19960109_20200912_02_T2,144,40,5,1,1996-01-09,524013071,landsat_tm_c2_l1
LT05_L1GS_144040_19960109_20200912_02_T2,144,40,5,1,1996-01-09,524011057,landsat_tm_c2_l1
LT05_L1GS_143041_19960102_20200912_02_T2,143,41,5,16,1996-01-02,524011057,landsat_tm_c2_l1
LT05_L1GS_144040_19960109_20200912_02_T2,144,40,5,1,1996-01-09,524011058,landsat_tm_c2_l1
LT05_L1GS_144040_19960109_20200912_02_T2,144,40,5,1,1996-01-09,524011060,landsat_tm_c2_l1
LT05_L1GS_143040_19960102_20200911_02_T2,143,40,5,9,1996-01-02,524011060,landsat_tm_c2_l1
LT05_L1GS_143040_19960102_20200911_02_T2,143,40,5,9,1996-01-02,524011061,landsat_tm_c2_l1
LT05_L1GS_144040_19960109_20200912_02_T2,144,40,5,1,1996-01-09,524011059,landsat_tm_c2_l1
LT05_L1GS_143040_19960102_20200911_02_T2,143,40,5,9,1996-01-02,524012062,landsat_tm_c2_l1
LT05_L1GS_144039_19960109_20200911_02_T2,144,39,5,10,1996-01-09,524012066,landsat_tm_c2_l1
LT05_L1GS_144040_19960109_20200912_02_T2,144,40,5,1,1996-01-09,524012063,landsat_tm_c2_l1
LT05_L1GS_143040_19960102_20200911_02_T2,143,40,5,9,1996-01-02,524012063,landsat_tm_c2_l1
LT05_L1GS_143039_19960102_20200911_02_T2,143,39,5,4,1996-01-02,524012065,landsat_tm_c2_l1
LT05_L1GS_143040_19960102_20200911_02_T2,143,40,5,9,1996-01-02,524012065,landsat_tm_c2_l1
LT05_L1GS_143041_19960102_20200912_02_T2,143,41,5,16,1996-01-02,524010056,landsat_tm_c2_l1
LT05_L1GS_143040_19960102_20200911_02_T2,143,40,5,9,1996-01-02,524010052,landsat_tm_c2_l1
LT05_L1GS_143041_19960102_20200912_02_T2,143,41,5,16,1996-01-02,524010052,landsat_tm_c2_l1
LT05_L1GS_143040_19960102_20200911_02_T2,143,40,5,9,1996-01-02,524010053,landsat_tm_c2_l1
LT05_L1GS_143040_19960102_20200911_02_T2,143,40,5,9,1996-01-02,524010054,landsat_tm_c2_l1
LT05_L1GS_143040_19960102_20200911_02_T2,143,40,5,9,1996-01-02,524010055,landsat_tm_c2_l1
LT05_L1TP_142040_19960127_20200911_02_T1,142,40,5,7,1996-01-27,524008045,landsat_tm_c2_l1
LT05_L1TP_142040_19960111_20200911_02_T1,142,40,5,6,1996-01-11,524008045,landsat_tm_c2_l1
LT05_L1GS_143040_19960102_20200911_02_T2,143,40,5,9,1996-01-02,524008045,landsat_tm_c2_l1
LT05_L1TP_142040_19960127_20200911_02_T1,142,40,5,7,1996-01-27,524008043,landsat_tm_c2_l1
LT05_L1TP_142040_19960111_20200911_02_T1,142,40,5,6,1996-01-11,524008043,landsat_tm_c2_l1
LT05_L1TP_142040_19960127_20200911_02_T1,142,40,5,7,1996-01-27,524008044,landsat_tm_c2_l1
LT05_L1TP_142041_19960127_20200911_02_T1,142,41,5,9,1996-01-27,524008044,landsat_tm_c2_l1
LT05_L1TP_142040_19960111_20200911_02_T1,142,40,5,6,1996-01-11,524008044,landsat_tm_c2_l1
LT05_L1TP_142041_19960111_20200911_02_T1,142,41,5,6,1996-01-11,524008044,landsat_tm_c2_l1
LT05_L1TP_142040_19960127_20200911_02_T1,142,40,5,7,1996-01-27,524007036,landsat_tm_c2_l1
LT05_L1TP_141040_19960120_20200911_02_T1,141,40,5,3,1996-01-20,524007036,landsat_tm_c2_l1
LT05_L1TP_141041_19960120_20200911_02_T1,141,41,5,8,1996-01-20,524007036,landsat_tm_c2_l1
LT05_L1TP_142040_19960111_20200911_02_T1,142,40,5,6,1996-01-11,524007036,landsat_tm_c2_l1
LT05_L1TP_142040_19960127_20200911_02_T1,142,40,5,7,1996-01-27,524007040,landsat_tm_c2_l1
LT05_L1TP_142040_19960111_20200911_02_T1,142,40,5,6,1996-01-11,524007040,landsat_tm_c2_l1
LT05_L1TP_142040_19960127_20200911_02_T1,142,40,5,7,1996-01-27,524007037,landsat_tm_c2_l1
LT05_L1TP_142040_19960111_20200911_02_T1,142,40,5,6,1996-01-11,524007037,landsat_tm_c2_l1
LT05_L1TP_142041_19960127_20200911_02_T1,142,41,5,9,1996-01-27,524007039,landsat_tm_c2_l1
LT05_L1TP_142041_19960111_20200911_02_T1,142,41,5,6,1996-01-11,524007039,landsat_tm_c2_l1
LT05_L1TP_142041_19960127_20200911_02_T1,142,41,5,9,1996-01-27,524007038,landsat_tm_c2_l1
LT05_L1TP_142041_19960111_20200911_02_T1,142,41,5,6,1996-01-11,524007038,landsat_tm_c2_l1
LT05_L1TP_142041_19960127_20200911_02_T1,142,41,5,9,1996-01-27,524009051,landsat_tm_c2_l1
LT05_L1TP_142041_19960111_20200911_02_T1,142,41,5,6,1996-01-11,524009051,landsat_tm_c2_l1
LT05_L1GS_143041_19960102_20200912_02_T2,143,41,5,16,1996-01-02,524009051,landsat_tm_c2_l1
LT05_L1TP_142041_19960127_20200911_02_T1,142,41,5,9,1996-01-27,524009046,landsat_tm_c2_l1
LT05_L1TP_142041_19960111_20200911_02_T1,142,41,5,6,1996-01-11,524009046,landsat_tm_c2_l1
LT05_L1GS_143040_19960102_20200911_02_T2,143,40,5,9,1996-01-02,524009046,landsat_tm_c2_l1
LT05_L1TP_142041_19960127_20200911_02_T1,142,41,5,9,1996-01-27,524009050,landsat_tm_c2_l1
LT05_L1TP_142041_19960111_20200911_02_T1,142,41,5,6,1996-01-11,524009050,landsat_tm_c2_l1
LT05_L1GS_143041_19960102_20200912_02_T2,143,41,5,16,1996-01-02,524009050,landsat_tm_c2_l1
LT05_L1TP_142041_19960127_20200911_02_T1,142,41,5,9,1996-01-27,524009048,landsat_tm_c2_l1
LT05_L1TP_142041_19960111_20200911_02_T1,142,41,5,6,1996-01-11,524009048,landsat_tm_c2_l1
LT05_L1TP_142041_19960127_20200911_02_T1,142,41,5,9,1996-01-27,524009047,landsat_tm_c2_l1
LT05_L1TP_142041_19960111_20200911_02_T1,142,41,5,6,1996-01-11,524009047,landsat_tm_c2_l1
LT05_L1TP_142041_19960127_20200911_02_T1,142,41,5,9,1996-01-27,524009049,landsat_tm_c2_l1
LT05_L1TP_142041_19960111_20200911_02_T1,142,41,5,6,1996-01-11,524009049,landsat_tm_c2_l1
