display_id,wrs_path,wrs_row,satellite,cloud_cover,acquisition_date,shapeID,ic
LT05_L1GS_145040_19960523_20200911_02_T2,145,40,5,33,1996-05-23,524014074,landsat_tm_c2_l1
LT05_L1TP_145039_19960507_20200911_02_T1,145,39,5,4,1996-05-07,524014074,landsat_tm_c2_l1
LT05_L1TP_145040_19960507_20200911_02_T1,145,40,5,0,1996-05-07,524014074,landsat_tm_c2_l1
LT05_L1GS_145040_19960523_20200911_02_T2,145,40,5,33,1996-05-23,524014073,landsat_tm_c2_l1
LT05_L1TP_145040_19960507_20200911_02_T1,145,40,5,0,1996-05-07,524014073,landsat_tm_c2_l1
LT05_L1GS_145040_19960523_20200911_02_T2,145,40,5,33,1996-05-23,524014072,landsat_tm_c2_l1
LT05_L1TP_145040_19960507_20200911_02_T1,145,40,5,0,1996-05-07,524014072,landsat_tm_c2_l1
LT05_L1TP_141040_19960527_20200911_02_T1,141,40,5,12,1996-05-27,524007036,landsat_tm_c2_l1
LT05_L1TP_141040_19960511_20200911_02_T1,141,40,5,11,1996-05-11,524007036,landsat_tm_c2_l1
LT05_L1TP_141041_19960511_20200911_02_T1,141,41,5,21,1996-05-11,524007036,landsat_tm_c2_l1
