display_id,wrs_path,wrs_row,satellite,cloud_cover,acquisition_date,shapeID,ic
LT05_L1TP_141040_19960730_20200911_02_T1,141,40,5,35,1996-07-30,524005029,landsat_tm_c2_l1
LT05_L1TP_140042_19960723_20200911_02_T1,140,42,5,49,1996-07-23,524004017,landsat_tm_c2_l1
LT05_L1TP_140042_19960723_20200911_02_T1,140,42,5,49,1996-07-23,524004018,landsat_tm_c2_l1
LT05_L1TP_140042_19960723_20200911_02_T1,140,42,5,49,1996-07-23,524002005,landsat_tm_c2_l1
LT05_L1TP_140042_19960723_20200911_02_T1,140,42,5,49,1996-07-23,524002006,landsat_tm_c2_l1
LT05_L1TP_140042_19960723_20200911_02_T1,140,42,5,49,1996-07-23,524003015,landsat_tm_c2_l1
LT05_L1TP_140042_19960723_20200911_02_T1,140,42,5,49,1996-07-23,524003016,landsat_tm_c2_l1
LT05_L1TP_144040_19960703_20200911_02_T1,144,40,5,17,1996-07-03,524014074,landsat_tm_c2_l1
LT05_L1TP_144040_19960703_20200911_02_T1,144,40,5,17,1996-07-03,524014073,landsat_tm_c2_l1
LT05_L1TP_144039_19960703_20200911_02_T1,144,39,5,15,1996-07-03,524014075,landsat_tm_c2_l1
LT05_L1TP_144040_19960703_20200911_02_T1,144,40,5,17,1996-07-03,524014072,landsat_tm_c2_l1
LT05_L1TP_144040_19960703_20200911_02_T1,144,40,5,17,1996-07-03,524013069,landsat_tm_c2_l1
LT05_L1TP_144039_19960703_20200911_02_T1,144,39,5,15,1996-07-03,524013068,landsat_tm_c2_l1
LT05_L1TP_144039_19960703_20200911_02_T1,144,39,5,15,1996-07-03,524013067,landsat_tm_c2_l1
LT05_L1TP_144040_19960703_20200911_02_T1,144,40,5,17,1996-07-03,524013067,landsat_tm_c2_l1
LT05_L1TP_144040_19960703_20200911_02_T1,144,40,5,17,1996-07-03,524013070,landsat_tm_c2_l1
LT05_L1TP_144040_19960703_20200911_02_T1,144,40,5,17,1996-07-03,524013071,landsat_tm_c2_l1
LT05_L1TP_144040_19960703_20200911_02_T1,144,40,5,17,1996-07-03,524011057,landsat_tm_c2_l1
LT05_L1TP_144040_19960703_20200911_02_T1,144,40,5,17,1996-07-03,524011058,landsat_tm_c2_l1
LT05_L1TP_144040_19960703_20200911_02_T1,144,40,5,17,1996-07-03,524011060,landsat_tm_c2_l1
LT05_L1TP_144040_19960703_20200911_02_T1,144,40,5,17,1996-07-03,524011059,landsat_tm_c2_l1
LT05_L1TP_144039_19960703_20200911_02_T1,144,39,5,15,1996-07-03,524012066,landsat_tm_c2_l1
LT05_L1TP_144040_19960703_20200911_02_T1,144,40,5,17,1996-07-03,524012063,landsat_tm_c2_l1
LT05_L1TP_141040_19960730_20200911_02_T1,141,40,5,35,1996-07-30,524007036,landsat_tm_c2_l1
