display_id,wrs_path,wrs_row,satellite,cloud_cover,acquisition_date,shapeID,ic
LT05_L1TP_140041_20010126_20200906_02_T1,140,41,5,18,2001-01-26,524004017,landsat_tm_c2_l1
LT05_L1TP_140042_20010126_20200906_02_T1,140,42,5,0,2001-01-26,524004017,landsat_tm_c2_l1
LT05_L1TP_140041_20010110_20200906_02_T1,140,41,5,15,2001-01-10,524004017,landsat_tm_c2_l1
LT05_L1TP_140042_20010110_20200906_02_T1,140,42,5,0,2001-01-10,524004017,landsat_tm_c2_l1
LT05_L1TP_140041_20010126_20200906_02_T1,140,41,5,18,2001-01-26,524004022,landsat_tm_c2_l1
LT05_L1TP_140041_20010110_20200906_02_T1,140,41,5,15,2001-01-10,524004022,landsat_tm_c2_l1
LT05_L1TP_140041_20010126_20200906_02_T1,140,41,5,18,2001-01-26,524004018,landsat_tm_c2_l1
LT05_L1TP_140042_20010126_20200906_02_T1,140,42,5,0,2001-01-26,524004018,landsat_tm_c2_l1
LT05_L1TP_140041_20010110_20200906_02_T1,140,41,5,15,2001-01-10,524004018,landsat_tm_c2_l1
LT05_L1TP_140042_20010110_20200906_02_T1,140,42,5,0,2001-01-10,524004018,landsat_tm_c2_l1
LT05_L1TP_140041_20010126_20200906_02_T1,140,41,5,18,2001-01-26,524004021,landsat_tm_c2_l1
LT05_L1TP_140041_20010110_20200906_02_T1,140,41,5,15,2001-01-10,524004021,landsat_tm_c2_l1
LT05_L1TP_140041_20010126_20200906_02_T1,140,41,5,18,2001-01-26,524004020,landsat_tm_c2_l1
LT05_L1TP_140041_20010110_20200906_02_T1,140,41,5,15,2001-01-10,524004020,landsat_tm_c2_l1
LT05_L1TP_140041_20010126_20200906_02_T1,140,41,5,18,2001-01-26,524002010,landsat_tm_c2_l1
LT05_L1TP_140041_20010110_20200906_02_T1,140,41,5,15,2001-01-10,524002010,landsat_tm_c2_l1
LT05_L1TP_140041_20010126_20200906_02_T1,140,41,5,18,2001-01-26,524002007,landsat_tm_c2_l1
LT05_L1TP_139041_20010119_20200906_02_T1,139,41,5,2,2001-01-19,524002007,landsat_tm_c2_l1
LT05_L1TP_140041_20010110_20200906_02_T1,140,41,5,15,2001-01-10,524002007,landsat_tm_c2_l1
LT05_L1TP_139041_20010103_20200906_02_T1,139,41,5,8,2001-01-03,524002007,landsat_tm_c2_l1
LT05_L1TP_140041_20010126_20200906_02_T1,140,41,5,18,2001-01-26,524002005,landsat_tm_c2_l1
LT05_L1TP_140042_20010126_20200906_02_T1,140,42,5,0,2001-01-26,524002005,landsat_tm_c2_l1
LT05_L1TP_139042_20010119_20200906_02_T1,139,42,5,0,2001-01-19,524002005,landsat_tm_c2_l1
LT05_L1TP_140041_20010110_20200906_02_T1,140,41,5,15,2001-01-10,524002005,landsat_tm_c2_l1
LT05_L1TP_140042_20010110_20200906_02_T1,140,42,5,0,2001-01-10,524002005,landsat_tm_c2_l1
LT05_L1TP_140041_20010126_20200906_02_T1,140,41,5,18,2001-01-26,524002009,landsat_tm_c2_l1
LT05_L1TP_140041_20010110_20200906_02_T1,140,41,5,15,2001-01-10,524002009,landsat_tm_c2_l1
