display_id,wrs_path,wrs_row,satellite,cloud_cover,acquisition_date,shapeID,ic
LT05_L1TP_141040_19960612_20200911_02_T1,141,40,5,24,1996-06-12,524005029,landsat_tm_c2_l1
LT05_L1TP_140042_19960605_20200911_02_T1,140,42,5,49,1996-06-05,524004017,landsat_tm_c2_l1
LT05_L1TP_140042_19960605_20200911_02_T1,140,42,5,49,1996-06-05,524004018,landsat_tm_c2_l1
LT05_L1TP_140042_19960605_20200911_02_T1,140,42,5,49,1996-06-05,524002005,landsat_tm_c2_l1
LT05_L1TP_140042_19960605_20200911_02_T1,140,42,5,49,1996-06-05,524002006,landsat_tm_c2_l1
LT05_L1TP_139041_19960614_20200911_02_T1,139,41,5,45,1996-06-14,524002008,landsat_tm_c2_l1
LT05_L1TP_139041_19960614_20200911_02_T1,139,41,5,45,1996-06-14,524001003,landsat_tm_c2_l1
LT05_L1TP_139041_19960614_20200911_02_T1,139,41,5,45,1996-06-14,524001002,landsat_tm_c2_l1
LT05_L1TP_139041_19960614_20200911_02_T1,139,41,5,45,1996-06-14,524001001,landsat_tm_c2_l1
LT05_L1TP_140042_19960605_20200911_02_T1,140,42,5,49,1996-06-05,524003015,landsat_tm_c2_l1
LT05_L1TP_140042_19960605_20200911_02_T1,140,42,5,49,1996-06-05,524003016,landsat_tm_c2_l1
LT05_L1TP_144040_19960601_20200911_02_T1,144,40,5,6,1996-06-01,524014074,landsat_tm_c2_l1
LT05_L1TP_144040_19960601_20200911_02_T1,144,40,5,6,1996-06-01,524014073,landsat_tm_c2_l1
LT05_L1TP_144039_19960601_20200911_02_T1,144,39,5,11,1996-06-01,524014075,landsat_tm_c2_l1
LT05_L1TP_144040_19960601_20200911_02_T1,144,40,5,6,1996-06-01,524014072,landsat_tm_c2_l1
LT05_L1TP_144040_19960601_20200911_02_T1,144,40,5,6,1996-06-01,524013069,landsat_tm_c2_l1
LT05_L1TP_144039_19960601_20200911_02_T1,144,39,5,11,1996-06-01,524013068,landsat_tm_c2_l1
LT05_L1TP_144039_19960601_20200911_02_T1,144,39,5,11,1996-06-01,524013067,landsat_tm_c2_l1
LT05_L1TP_144040_19960601_20200911_02_T1,144,40,5,6,1996-06-01,524013067,landsat_tm_c2_l1
LT05_L1TP_144040_19960601_20200911_02_T1,144,40,5,6,1996-06-01,524013070,landsat_tm_c2_l1
LT05_L1TP_144040_19960601_20200911_02_T1,144,40,5,6,1996-06-01,524013071,landsat_tm_c2_l1
LT05_L1TP_144040_19960601_20200911_02_T1,144,40,5,6,1996-06-01,524011058,landsat_tm_c2_l1
LT05_L1TP_144040_19960601_20200911_02_T1,144,40,5,6,1996-06-01,524011060,landsat_tm_c2_l1
LT05_L1TP_144040_19960601_20200911_02_T1,144,40,5,6,1996-06-01,524011059,landsat_tm_c2_l1
LT05_L1TP_144039_19960601_20200911_02_T1,144,39,5,11,1996-06-01,524012066,landsat_tm_c2_l1
LT05_L1TP_144040_19960601_20200911_02_T1,144,40,5,6,1996-06-01,524012063,landsat_tm_c2_l1
LT05_L1TP_141040_19960612_20200911_02_T1,141,40,5,24,1996-06-12,524007036,landsat_tm_c2_l1
