display_id,wrs_path,wrs_row,satellite,cloud_cover,acquisition_date,shapeID,ic
LT05_L1TP_140041_19960418_20200911_02_T1,140,41,5,10,1996-04-18,524004017,landsat_tm_c2_l1
LT05_L1TP_140042_19960418_20200911_02_T1,140,42,5,0,1996-04-18,524004017,landsat_tm_c2_l1
LT05_L1TP_140041_19960402_20200911_02_T1,140,41,5,9,1996-04-02,524004017,landsat_tm_c2_l1
LT05_L1TP_140042_19960402_20200911_02_T1,140,42,5,0,1996-04-02,524004017,landsat_tm_c2_l1
LT05_L1TP_140041_19960418_20200911_02_T1,140,41,5,10,1996-04-18,524004022,landsat_tm_c2_l1
LT05_L1TP_140041_19960402_20200911_02_T1,140,41,5,9,1996-04-02,524004022,landsat_tm_c2_l1
LT05_L1TP_140041_19960418_20200911_02_T1,140,41,5,10,1996-04-18,524004018,landsat_tm_c2_l1
LT05_L1TP_140042_19960418_20200911_02_T1,140,42,5,0,1996-04-18,524004018,landsat_tm_c2_l1
LT05_L1TP_140041_19960402_20200911_02_T1,140,41,5,9,1996-04-02,524004018,landsat_tm_c2_l1
LT05_L1TP_140042_19960402_20200911_02_T1,140,42,5,0,1996-04-02,524004018,landsat_tm_c2_l1
LT05_L1TP_140041_19960418_20200911_02_T1,140,41,5,10,1996-04-18,524004021,landsat_tm_c2_l1
LT05_L1TP_140041_19960402_20200911_02_T1,140,41,5,9,1996-04-02,524004021,landsat_tm_c2_l1
LT05_L1TP_140041_19960418_20200911_02_T1,140,41,5,10,1996-04-18,524004020,landsat_tm_c2_l1
LT05_L1TP_140041_19960402_20200911_02_T1,140,41,5,9,1996-04-02,524004020,landsat_tm_c2_l1
LT05_L1TP_140041_19960418_20200911_02_T1,140,41,5,10,1996-04-18,524002010,landsat_tm_c2_l1
LT05_L1TP_140041_19960402_20200911_02_T1,140,41,5,9,1996-04-02,524002010,landsat_tm_c2_l1
LT05_L1TP_140041_19960418_20200911_02_T1,140,41,5,10,1996-04-18,524002007,landsat_tm_c2_l1
LT05_L1TP_140041_19960402_20200911_02_T1,140,41,5,9,1996-04-02,524002007,landsat_tm_c2_l1
LT05_L1TP_140041_19960418_20200911_02_T1,140,41,5,10,1996-04-18,524002005,landsat_tm_c2_l1
LT05_L1TP_140042_19960418_20200911_02_T1,140,42,5,0,1996-04-18,524002005,landsat_tm_c2_l1
LT05_L1TP_140041_19960402_20200911_02_T1,140,41,5,9,1996-04-02,524002005,landsat_tm_c2_l1
LT05_L1TP_140042_19960402_20200911_02_T1,140,42,5,0,1996-04-02,524002005,landsat_tm_c2_l1
LT05_L1TP_140041_19960418_20200911_02_T1,140,41,5,10,1996-04-18,524002009,landsat_tm_c2_l1
LT05_L1TP_140041_19960402_20200911_02_T1,140,41,5,9,1996-04-02,524002009,landsat_tm_c2_l1
LT05_L1TP_140041_19960418_20200911_02_T1,140,41,5,10,1996-04-18,524002006,landsat_tm_c2_l1
LT05_L1TP_140042_19960418_20200911_02_T1,140,42,5,0,1996-04-18,524002006,landsat_tm_c2_l1
LT05_L1TP_140041_19960402_20200911_02_T1,140,41,5,9,1996-04-02,524002006,landsat_tm_c2_l1
LT05_L1TP_140042_19960402_20200911_02_T1,140,42,5,0,1996-04-02,524002006,landsat_tm_c2_l1
LT05_L1TP_140041_19960418_20200911_02_T1,140,41,5,10,1996-04-18,524002008,landsat_tm_c2_l1
LT05_L1TP_140041_19960402_20200911_02_T1,140,41,5,9,1996-04-02,524002008,landsat_tm_c2_l1
LT05_L1TP_140041_19960418_20200911_02_T1,140,41,5,10,1996-04-18,524001001,landsat_tm_c2_l1
LT05_L1TP_140041_19960402_20200911_02_T1,140,41,5,9,1996-04-02,524001001,landsat_tm_c2_l1
LT05_L1TP_140041_19960418_20200911_02_T1,140,41,5,10,1996-04-18,524003013,landsat_tm_c2_l1
LT05_L1TP_140041_19960402_20200911_02_T1,140,41,5,9,1996-04-02,524003013,landsat_tm_c2_l1
LT05_L1TP_140041_19960418_20200911_02_T1,140,41,5,10,1996-04-18,524003012,landsat_tm_c2_l1
LT05_L1TP_140041_19960402_20200911_02_T1,140,41,5,9,1996-04-02,524003012,landsat_tm_c2_l1
LT05_L1TP_140042_19960418_20200911_02_T1,140,42,5,0,1996-04-18,524003015,landsat_tm_c2_l1
LT05_L1TP_140042_19960402_20200911_02_T1,140,42,5,0,1996-04-02,524003015,landsat_tm_c2_l1
LT05_L1TP_140041_19960418_20200911_02_T1,140,41,5,10,1996-04-18,524003016,landsat_tm_c2_l1
LT05_L1TP_140042_19960418_20200911_02_T1,140,42,5,0,1996-04-18,524003016,landsat_tm_c2_l1
