display_id,wrs_path,wrs_row,satellite,cloud_cover,acquisition_date,shapeID,ic
LT05_L1TP_139041_19961020_20200911_02_T1,139,41,5,5,1996-10-20,524002008,landsat_tm_c2_l1
LT05_L1TP_140041_19961011_20200911_02_T1,140,41,5,26,1996-10-11,524002008,landsat_tm_c2_l1
LT05_L1TP_139041_19961020_20200911_02_T1,139,41,5,5,1996-10-20,524001003,landsat_tm_c2_l1
LT05_L1TP_139042_19961020_20200911_02_T1,139,42,5,0,1996-10-20,524001004,landsat_tm_c2_l1
LT05_L1TP_139042_19961004_20200911_02_T1,139,42,5,21,1996-10-04,524001004,landsat_tm_c2_l1
LT05_L1TP_139041_19961020_20200911_02_T1,139,41,5,5,1996-10-20,524001002,landsat_tm_c2_l1
LT05_L1TP_140041_19961027_20200911_02_T1,140,41,5,28,1996-10-27,524001001,landsat_tm_c2_l1
LT05_L1TP_139041_19961020_20200911_02_T1,139,41,5,5,1996-10-20,524001001,landsat_tm_c2_l1
LT05_L1TP_140041_19961011_20200911_02_T1,140,41,5,26,1996-10-11,524001001,landsat_tm_c2_l1
LT05_L1TP_140041_19961027_20200911_02_T1,140,41,5,28,1996-10-27,524003013,landsat_tm_c2_l1
LT05_L1TP_140041_19961011_20200911_02_T1,140,41,5,26,1996-10-11,524003013,landsat_tm_c2_l1
LT05_L1TP_140041_19961027_20200911_02_T1,140,41,5,28,1996-10-27,524003012,landsat_tm_c2_l1
LT05_L1TP_140041_19961011_20200911_02_T1,140,41,5,26,1996-10-11,524003012,landsat_tm_c2_l1
LT05_L1TP_140042_19961027_20200911_02_T1,140,42,5,4,1996-10-27,524003015,landsat_tm_c2_l1
LT05_L1TP_140042_19961011_20200911_02_T1,140,42,5,10,1996-10-11,524003015,landsat_tm_c2_l1
LT05_L1TP_140041_19961027_20200911_02_T1,140,41,5,28,1996-10-27,524003016,landsat_tm_c2_l1
LT05_L1TP_140042_19961027_20200911_02_T1,140,42,5,4,1996-10-27,524003016,landsat_tm_c2_l1
LT05_L1TP_140041_19961011_20200911_02_T1,140,41,5,26,1996-10-11,524003016,landsat_tm_c2_l1
LT05_L1TP_140042_19961011_20200911_02_T1,140,42,5,10,1996-10-11,524003016,landsat_tm_c2_l1
LT05_L1TP_140041_19961027_20200911_02_T1,140,41,5,28,1996-10-27,524003011,landsat_tm_c2_l1
LT05_L1TP_140041_19961011_20200911_02_T1,140,41,5,26,1996-10-11,524003011,landsat_tm_c2_l1
LT05_L1TP_140041_19961027_20200911_02_T1,140,41,5,28,1996-10-27,524003014,landsat_tm_c2_l1
LT05_L1TP_140041_19961011_20200911_02_T1,140,41,5,26,1996-10-11,524003014,landsat_tm_c2_l1
LT05_L1TP_145039_19961030_20200911_02_T1,145,39,5,7,1996-10-30,524014074,landsat_tm_c2_l1
LT05_L1TP_145040_19961030_20200911_02_T1,145,40,5,1,1996-10-30,524014074,landsat_tm_c2_l1
LT05_L1TP_145039_19961014_20200911_02_T1,145,39,5,16,1996-10-14,524014074,landsat_tm_c2_l1
LT05_L1TP_145040_19961014_20200911_02_T1,145,40,5,1,1996-10-14,524014074,landsat_tm_c2_l1
LT05_L1TP_145040_19961030_20200911_02_T1,145,40,5,1,1996-10-30,524014073,landsat_tm_c2_l1
LT05_L1TP_145040_19961014_20200911_02_T1,145,40,5,1,1996-10-14,524014073,landsat_tm_c2_l1
LT05_L1TP_145040_19961030_20200911_02_T1,145,40,5,1,1996-10-30,524014072,landsat_tm_c2_l1
LT05_L1TP_145040_19961014_20200911_02_T1,145,40,5,1,1996-10-14,524014072,landsat_tm_c2_l1
LT05_L1TP_143041_19961016_20200911_02_T1,143,41,5,0,1996-10-16,524011057,landsat_tm_c2_l1
LT05_L1TP_143040_19961016_20200911_02_T1,143,40,5,6,1996-10-16,524011060,landsat_tm_c2_l1
LT05_L1TP_143040_19961016_20200911_02_T1,143,40,5,6,1996-10-16,524011061,landsat_tm_c2_l1
LT05_L1TP_143040_19961016_20200911_02_T1,143,40,5,6,1996-10-16,524012062,landsat_tm_c2_l1
LT05_L1TP_143040_19961016_20200911_02_T1,143,40,5,6,1996-10-16,524012063,landsat_tm_c2_l1
LT05_L1TP_143039_19961016_20200911_02_T1,143,39,5,9,1996-10-16,524012065,landsat_tm_c2_l1
LT05_L1TP_143040_19961016_20200911_02_T1,143,40,5,6,1996-10-16,524012065,landsat_tm_c2_l1
LT05_L1TP_143041_19961016_20200911_02_T1,143,41,5,0,1996-10-16,524010056,landsat_tm_c2_l1
LT05_L1TP_143040_19961016_20200911_02_T1,143,40,5,6,1996-10-16,524010052,landsat_tm_c2_l1
LT05_L1TP_143041_19961016_20200911_02_T1,143,41,5,0,1996-10-16,524010052,landsat_tm_c2_l1
LT05_L1TP_143040_19961016_20200911_02_T1,143,40,5,6,1996-10-16,524010053,landsat_tm_c2_l1
LT05_L1TP_143040_19961016_20200911_02_T1,143,40,5,6,1996-10-16,524010054,landsat_tm_c2_l1
LT05_L1TP_143040_19961016_20200911_02_T1,143,40,5,6,1996-10-16,524010055,landsat_tm_c2_l1
LT05_L1TP_143040_19961016_20200911_02_T1,143,40,5,6,1996-10-16,524008045,landsat_tm_c2_l1
LT05_L1TP_142040_19961009_20200911_02_T1,142,40,5,7,1996-10-09,524008045,landsat_tm_c2_l1
LT05_L1TP_142040_19961009_20200911_02_T1,142,40,5,7,1996-10-09,524008043,landsat_tm_c2_l1
LT05_L1TP_142040_19961009_20200911_02_T1,142,40,5,7,1996-10-09,524008044,landsat_tm_c2_l1
LT05_L1TP_142041_19961009_20200911_02_T1,142,41,5,9,1996-10-09,524008044,landsat_tm_c2_l1
LT05_L1TP_141040_19961018_20200911_02_T1,141,40,5,4,1996-10-18,524007036,landsat_tm_c2_l1
LT05_L1TP_141041_19961018_20200911_02_T1,141,41,5,3,1996-10-18,524007036,landsat_tm_c2_l1
LT05_L1TP_142040_19961009_20200911_02_T1,142,40,5,7,1996-10-09,524007036,landsat_tm_c2_l1
LT05_L1TP_141040_19961002_20200911_02_T1,141,40,5,49,1996-10-02,524007036,landsat_tm_c2_l1
LT05_L1TP_142040_19961009_20200911_02_T1,142,40,5,7,1996-10-09,524007040,landsat_tm_c2_l1
LT05_L1TP_142040_19961009_20200911_02_T1,142,40,5,7,1996-10-09,524007037,landsat_tm_c2_l1
LT05_L1TP_142041_19961009_20200911_02_T1,142,41,5,9,1996-10-09,524007039,landsat_tm_c2_l1
LT05_L1TP_142041_19961009_20200911_02_T1,142,41,5,9,1996-10-09,524007038,landsat_tm_c2_l1
LT05_L1TP_143041_19961016_20200911_02_T1,143,41,5,0,1996-10-16,524009051,landsat_tm_c2_l1
LT05_L1TP_142041_19961009_20200911_02_T1,142,41,5,9,1996-10-09,524009051,landsat_tm_c2_l1
LT05_L1TP_143040_19961016_20200911_02_T1,143,40,5,6,1996-10-16,524009046,landsat_tm_c2_l1
LT05_L1TP_142041_19961009_20200911_02_T1,142,41,5,9,1996-10-09,524009046,landsat_tm_c2_l1
LT05_L1TP_143041_19961016_20200911_02_T1,143,41,5,0,1996-10-16,524009050,landsat_tm_c2_l1
LT05_L1TP_142041_19961009_20200911_02_T1,142,41,5,9,1996-10-09,524009050,landsat_tm_c2_l1
LT05_L1TP_142041_19961009_20200911_02_T1,142,41,5,9,1996-10-09,524009048,landsat_tm_c2_l1
LT05_L1TP_142041_19961009_20200911_02_T1,142,41,5,9,1996-10-09,524009047,landsat_tm_c2_l1
LT05_L1TP_142041_19961009_20200911_02_T1,142,41,5,9,1996-10-09,524009049,landsat_tm_c2_l1
